ZIPCODE,CITY,STATE,COUNTY,LATITUDE,LONGITUDE
75046,Garland,TX,Dallas,32.7673,-96.7776
75047,Garland,TX,Dallas,32.7673,-96.7776
75048,Sachse,TX,Yolo,32.9643,-96.6012
75048,Garland,TX,Dallas,32.9504,-96.5753
75049,Garland,TX,Dallas,32.7673,-96.7776
75050,Grand Prairie,TX,Dallas,32.7649,-97.0112
75051,Grand Prairie,TX,Dallas,32.7115,-97.0069
75052,Grand Prairie,TX,Dallas,32.6605,-97.0311
75053,Grand Prairie,TX,Dallas,32.7673,-96.7776
75054,Grand Prairie,TX,Dallas,32.7673,-96.7776
75060,Irving,TX,Dallas,32.8023,-96.9597
75061,Irving,TX,Dallas,32.8267,-96.9633
75062,Irving,TX,Dallas,32.8479,-96.974
75063,Irving,TX,Dallas,32.9247,-96.9598
75080,Richardson,TX,Dallas,32.966,-96.7452
75081,Richardson,TX,Dallas,32.9462,-96.7058
75082,Richardson,TX,Dallas,32.9865,-96.686
75083,Richardson,TX,Dallas,32.7673,-96.7776
75085,Richardson,TX,Dallas,32.7673,-96.7776
75088,Rowlett,TX,Dallas,32.9032,-96.5472
75089,Rowlett,TX,Dallas,32.9346,-96.5544
75098,Wylie,TX,Dallas,33.0041,-96.5394
75099,Coppell,TX,Dallas,32.771,-96.7996
75104,Cedar Hill,TX,Dallas,32.5885,-96.9438
75106,Cedar Hill,TX,Dallas,32.7673,-96.7776
75115,Desoto,TX,Dallas,32.6041,-96.8653
75116,Duncanville,TX,Dallas,32.6587,-96.9114
75123,Desoto,TX,Dallas,32.7673,-96.7776
75134,Lancaster,TX,Dallas,32.6161,-96.783
75137,Duncanville,TX,Dallas,32.6347,-96.9113
75138,Duncanville,TX,Dallas,32.7673,-96.7776
75141,Hutchins,TX,Dallas,32.6396,-96.707
75146,Lancaster,TX,Dallas,32.5914,-96.7728
75149,Mesquite,TX,Dallas,32.7678,-96.6082
75150,Mesquite,TX,Dallas,32.8154,-96.6307
75159,Seagoville,TX,Dallas,32.6525,-96.558
75172,Wilmer,TX,Dallas,32.5981,-96.6838
75180,Mesquite,TX,Dallas,32.7212,-96.6153
75181,Mesquite,TX,Dallas,32.7272,-96.5669
75182,Sunnyvale,TX,Dallas,32.797,-96.5616
75185,Mesquite,TX,Dallas,32.7403,-96.5618
75187,Mesquite,TX,Dallas,32.7673,-96.7776
75201,Dallas,TX,Dallas,32.7904,-96.8044
75202,Dallas,TX,Dallas,32.7781,-96.8054
75203,Dallas,TX,Dallas,32.746,-96.807
75204,Dallas,TX,Dallas,32.8038,-96.7851
75205,Dallas,TX,Dallas,32.826,-96.7843
75206,Dallas,TX,Dallas,32.831,-96.7692
75207,Dallas,TX,Dallas,32.7939,-96.8319
75208,Dallas,TX,Dallas,32.7492,-96.8389
75209,Dallas,TX,Dallas,32.8456,-96.826
75210,Dallas,TX,Dallas,32.7699,-96.743
75211,Dallas,TX,Dallas,32.7319,-96.9057
75212,Dallas,TX,Dallas,32.7829,-96.8714
75214,Dallas,TX,Dallas,32.8248,-96.7498
75215,Dallas,TX,Dallas,32.7582,-96.7623
75216,Dallas,TX,Dallas,32.7086,-96.7955
75217,Dallas,TX,Dallas,32.7244,-96.6755
75218,Dallas,TX,Dallas,32.8463,-96.6972
75219,Dallas,TX,Dallas,32.8132,-96.8142
75220,Dallas,TX,Dallas,32.8681,-96.8622
75221,Dallas,TX,Dallas,32.8147,-96.7877
75222,Dallas,TX,Dallas,32.7673,-96.7776
75223,Dallas,TX,Dallas,32.7942,-96.7475
75224,Dallas,TX,Dallas,32.7114,-96.8387
75225,Dallas,TX,Dallas,32.8628,-96.7918
75226,Dallas,TX,Dallas,32.7887,-96.7676
75227,Dallas,TX,Dallas,32.7672,-96.6836
75228,Dallas,TX,Dallas,32.825,-96.6784
75229,Dallas,TX,Dallas,32.8958,-96.8588
75230,Dallas,TX,Dallas,32.8999,-96.7897
75231,Dallas,TX,Dallas,32.8756,-96.7495
75232,Dallas,TX,Dallas,32.6647,-96.8384
75233,Dallas,TX,Dallas,32.7046,-96.8725
75234,Dallas,TX,Dallas,32.9245,-96.8938
75235,Dallas,TX,Dallas,32.8252,-96.8388
75236,Dallas,TX,Dallas,32.69,-96.9177
75237,Dallas,TX,Dallas,32.659,-96.8765
75238,Dallas,TX,Dallas,32.877,-96.708
75239,Dallas,TX,Dallas,32.7673,-96.7776
75240,Dallas,TX,Dallas,32.9374,-96.7872
75241,Dallas,TX,Dallas,32.6722,-96.7774
75242,Dallas,TX,Dallas,32.7673,-96.7776
75243,Dallas,TX,Dallas,32.9103,-96.7285
75244,Dallas,TX,Dallas,32.9322,-96.8353
75245,Dallas,TX,Dallas,32.9225,-96.5352
75246,Dallas,TX,Dallas,32.7948,-96.7697
75247,Dallas,TX,Dallas,32.8152,-96.8703
75248,Dallas,TX,Dallas,32.9682,-96.7942
75249,Dallas,TX,Dallas,32.636,-96.9493
75250,Dallas,TX,Dallas,32.7673,-96.7776
75251,Dallas,TX,Dallas,32.9189,-96.7751
75252,Dallas,TX,Dallas,32.9968,-96.7921
75253,Dallas,TX,Dallas,32.6833,-96.5964
75254,Dallas,TX,Yolo,32.9503,-96.819
75258,Dallas,TX,Dallas,32.7673,-96.7776
75260,Dallas,TX,Dallas,32.7673,-96.7776
75261,Dallas,TX,Dallas,32.7673,-96.7776
75262,Dallas,TX,Dallas,32.7673,-96.7776
75263,Dallas,TX,Dallas,32.7673,-96.7776
75264,Dallas,TX,Dallas,32.7673,-96.7776
75265,Dallas,TX,Dallas,32.7673,-96.7776
75266,Dallas,TX,Dallas,32.7673,-96.7776
75267,Dallas,TX,Dallas,32.7673,-96.7776
75270,Dallas,TX,Dallas,32.7813,-96.8019
75275,Dallas,TX,Dallas,32.7673,-96.7776
75277,Dallas,TX,Dallas,32.7673,-96.7776
75283,Dallas,TX,Dallas,32.7673,-96.7776
75284,Dallas,TX,Dallas,32.7673,-96.7776
75285,Dallas,TX,Dallas,32.7673,-96.7776
75286,Dallas,TX,Dallas,32.7673,-96.7776
75287,Dallas,TX,Dallas,33.0005,-96.8314
75294,Dallas,TX,Dallas,32.7673,-96.7776
75295,Dallas,TX,Dallas,32.7673,-96.7776
75301,Dallas,TX,Dallas,32.7673,-96.7776
75303,Dallas,TX,Dallas,32.7673,-96.7776
75310,Dallas,TX,Dallas,32.7673,-96.7776
75312,Dallas,TX,Dallas,32.7673,-96.7776
75313,Dallas,TX,Dallas,32.7673,-96.7776
75315,Dallas,TX,Dallas,32.7673,-96.7776
75320,Dallas,TX,Dallas,32.7673,-96.7776
75323,Dallas,TX,Dallas,32.7673,-96.7776
75326,Dallas,TX,Dallas,32.7673,-96.7776
75336,Dallas,TX,Dallas,32.7673,-96.7776
75339,Dallas,TX,Dallas,32.7673,-96.7776
75342,Dallas,TX,Dallas,32.7673,-96.7776
75346,Dallas,TX,Dallas,32.7673,-96.7776
75350,Dallas,TX,Dallas,32.7673,-96.7776
75353,Dallas,TX,Dallas,32.7673,-96.7776
75354,Dallas,TX,Dallas,32.7673,-96.7776
75355,Dallas,TX,Dallas,32.7673,-96.7776
75356,Dallas,TX,Dallas,32.7673,-96.7776
75357,Dallas,TX,Dallas,32.7673,-96.7776
75359,Dallas,TX,Dallas,32.7673,-96.7776
75360,Dallas,TX,Dallas,32.7673,-96.7776
75363,Dallas,TX,Dallas,32.7673,-96.7776
75364,Dallas,TX,Dallas,32.7673,-96.7776
75367,Dallas,TX,Dallas,32.7673,-96.7776
75368,Dallas,TX,Dallas,32.7673,-96.7776
75370,Dallas,TX,Dallas,32.7673,-96.7776
75371,Dallas,TX,Dallas,32.7673,-96.7776
75372,Dallas,TX,Dallas,32.7673,-96.7776
75373,Dallas,TX,Dallas,32.7673,-96.7776
75374,Dallas,TX,Dallas,32.7673,-96.7776
75376,Dallas,TX,Dallas,32.7673,-96.7776
75378,Dallas,TX,Dallas,32.7673,-96.7776
75379,Dallas,TX,Dallas,32.7673,-96.7776
75380,Dallas,TX,Dallas,32.7673,-96.7776
75381,Dallas,TX,Dallas,32.7673,-96.7776
75382,Dallas,TX,Dallas,32.7673,-96.7776
75386,Dallas,TX,Dallas,32.7673,-96.7776
75387,Dallas,TX,Dallas,32.7673,-96.7776
75388,Dallas,TX,Dallas,32.7673,-96.7776
75389,Dallas,TX,Dallas,32.7673,-96.7776
75390,Dallas,TX,Dallas,32.7673,-96.7776
75391,Dallas,TX,Dallas,32.7673,-96.7776
75392,Dallas,TX,Dallas,32.7673,-96.7776
75393,Dallas,TX,Dallas,32.7673,-96.7776
75394,Dallas,TX,Dallas,32.7673,-96.7776
75395,Dallas,TX,Dallas,32.7673,-96.7776
75396,Dallas,TX,Dallas,32.7673,-96.7776
75397,Dallas,TX,Dallas,32.7673,-96.7776
75398,Dallas,TX,Dallas,32.7673,-96.7776
79331,Lamesa,TX,Dawson,32.7367,-101.9569
79377,Welch,TX,Dawson,32.9298,-102.1278
79713,Ackerly,TX,Dawson,32.5273,-101.716
79025,Dawn,TX,Deaf Smith,34.9106,-102.2002
79045,Hereford,TX,Deaf Smith,34.837,-102.405
75415,Ben Franklin,TX,Delta,33.4741,-95.7591
75432,Cooper,TX,Delta,33.3812,-95.6623
75441,Enloe,TX,Delta,33.4291,-95.6518
75448,Klondike,TX,Delta,33.3034,-95.8018
75450,Lake Creek,TX,Delta,33.4116,-95.4551
75469,Pecan Gap,TX,Delta,33.4196,-95.8262
75007,Carrollton,TX,Denton,33.0033,-96.882
75008,Carrollton,TX,Denton,33.2074,-97.1163
75010,Carrollton,TX,Denton,33.0304,-96.8777
75022,Flower Mound,TX,Denton,33.0268,-97.1193
75027,Flower Mound,TX,Denton,33.2074,-97.1163
75028,Flower Mound,TX,Denton,33.0383,-97.0745
75029,Lewisville,TX,Denton,33.2074,-97.1163
75056,The Colony,TX,Denton,33.094,-96.8836
75057,Lewisville,TX,Denton,33.0532,-96.9999
75065,Lake Dallas,TX,Denton,33.1219,-97.0237
75067,Lewisville,TX,Denton,33.0198,-96.9925
75068,Little Elm,TX,Denton,33.1768,-96.9583
75077,Lewisville,TX,Denton,33.0775,-97.0704
76201,Denton,TX,Denton,33.2289,-97.1314
76202,Denton,TX,Denton,33.2255,-97.1085
76203,Denton,TX,Denton,33.2465,-97.127
76204,Denton,TX,Denton,33.2074,-97.1163
76205,Denton,TX,Denton,33.1801,-97.1018
76206,Denton,TX,Denton,33.1694,-97.1506
76207,Denton,TX,Denton,33.2296,-97.1617
76208,Denton,TX,Denton,33.2117,-97.0612
76209,Denton,TX,Fulton,33.2346,-97.1131
76210,Denton,TX,Fulton,33.1428,-97.0727
76226,Argyle,TX,Denton,33.1062,-97.16
76227,Aubrey,TX,Denton,33.292,-96.9879
76247,Justin,TX,Denton,33.0734,-97.3093
76249,Krum,TX,Denton,33.2734,-97.2675
76258,Pilot Point,TX,Denton,33.371,-96.9446
76259,Ponder,TX,Denton,33.1774,-97.2848
76262,Roanoke,TX,Denton,33.0211,-97.2127
76266,Sanger,TX,Denton,33.3563,-97.1814
76299,Roanoke,TX,Denton,33.2074,-97.1163
77954,Cuero,TX,DeWitt,29.091,-97.2812
77967,Hochheim,TX,DeWitt,29.0989,-97.3657
77974,Meyersville,TX,DeWitt,28.9229,-97.3042
77989,Thomaston,TX,DeWitt,28.9974,-97.1539
77994,Westhoff,TX,DeWitt,29.1792,-97.46
78141,Nordheim,TX,DeWitt,28.9142,-97.5946
78164,Yorktown,TX,DeWitt,28.9892,-97.5121
79220,Afton,TX,Dickens,33.7718,-100.8021
79229,Dickens,TX,Dickens,33.628,-100.8197
79243,Mcadoo,TX,Dickens,33.7413,-100.9833
79370,Spur,TX,Dickens,33.479,-100.8571
78827,Asherton,TX,Dimmit,28.4364,-99.7486
78830,Big Wells,TX,Dimmit,28.5693,-99.5781
78834,Carrizo Springs,TX,Dimmit,28.5278,-99.8635
78836,Catarina,TX,Dimmit,28.3598,-99.586
79226,Clarendon,TX,Donley,34.9529,-100.8952
79237,Hedley,TX,Donley,34.8698,-100.6806
79240,Lelia Lake,TX,Donley,34.8843,-100.7674
78341,Benavides,TX,Duval,27.5925,-98.4142
78349,Concepcion,TX,Duval,27.3849,-98.309
78357,Freer,TX,Duval,27.88,-98.6061
78376,Realitos,TX,Duval,27.3378,-98.5687
78384,San Diego,TX,Duval,27.7654,-98.2503
76435,Carbon,TX,Eastland,32.2701,-98.8348
76437,Cisco,TX,Eastland,32.38,-98.9865
76445,Desdemona,TX,Eastland,32.2819,-98.5673
76448,Eastland,TX,Eastland,32.3994,-98.8071
76454,Gorman,TX,Eastland,32.2234,-98.6834
76466,Olden,TX,Eastland,32.4421,-98.7342
76470,Ranger,TX,Eastland,32.4681,-98.6747
76471,Rising Star,TX,Eastland,32.128,-98.9859
79741,Goldsmith,TX,Ector,31.9541,-102.625
79758,Gardendale,TX,Ector,32.0245,-102.3572
79759,Notrees,TX,Ector,31.8599,-102.7413
79760,Odessa,TX,Ector,31.7652,-102.3543
79761,Odessa,TX,Ector,31.8579,-102.3523
79762,Odessa,TX,Ector,31.889,-102.3548
79763,Odessa,TX,Ector,31.8341,-102.4162
79764,Odessa,TX,Ector,31.8767,-102.4375
79765,Odessa,TX,Ector,31.9375,-102.3944
79766,Odessa,TX,Ector,31.7827,-102.3449
79768,Odessa,TX,Ector,31.8691,-102.5429
79769,Odessa,TX,Ector,31.7466,-102.567
79776,Penwell,TX,Ector,31.7334,-102.5879
76883,Telegraph,TX,Edwards,29.957,-100.2275
78828,Barksdale,TX,Edwards,29.8282,-100.105
78880,Rocksprings,TX,Edwards,30.0188,-100.231
75101,Bardwell,TX,Ellis,32.2731,-96.703
75119,Ennis,TX,Ellis,32.3321,-96.6224
75120,Ennis,TX,Ellis,32.3347,-96.6335
75125,Ferris,TX,Ellis,32.5223,-96.6643
75152,Palmer,TX,Ellis,32.4387,-96.6794
75154,Red Oak,TX,Ellis,32.5185,-96.8071
75155,Rice,TX,Ellis,32.2258,-96.4606
75165,Waxahachie,TX,Ellis,32.3808,-96.8374
75167,Waxahachie,TX,Ellis,32.3773,-96.9162
75168,Waxahachie,TX,Ellis,32.3749,-96.7166
76041,Forreston,TX,Ellis,32.2486,-96.8232
76064,Maypearl,TX,Ellis,32.2993,-97.027
76065,Midlothian,TX,Ellis,32.4757,-96.9936
76623,Avalon,TX,Ellis,32.2214,-96.7832
76651,Italy,TX,Ellis,32.1785,-96.8823
76670,Milford,TX,Ellis,32.1482,-96.9612
79821,Anthony,TX,El Paso,31.9907,-106.5976
79835,Canutillo,TX,El Paso,31.9344,-106.5929
79836,Clint,TX,El Paso,31.5494,-106.2038
79838,Fabens,TX,El Paso,31.4745,-106.1589
79849,San Elizario,TX,El Paso,31.5508,-106.2507
79853,Tornillo,TX,El Paso,31.4407,-106.0765
79901,El Paso,TX,El Paso,31.7584,-106.4783
79902,El Paso,TX,El Paso,31.7763,-106.4932
79903,El Paso,TX,El Paso,31.7862,-106.4406
79904,El Paso,TX,El Paso,31.8533,-106.4381
79905,El Paso,TX,El Paso,31.7674,-106.4304
79906,El Paso,TX,El Paso,31.8092,-106.4247
79907,El Paso,TX,El Paso,31.7089,-106.3293
79908,El Paso,TX,El Paso,31.8265,-106.3857
79910,El Paso,TX,El Paso,31.6948,-106.3
79911,El Paso,TX,El Paso,31.6948,-106.3
79912,El Paso,TX,El Paso,31.8383,-106.5364
79913,El Paso,TX,El Paso,31.9373,-106.5724
79914,El Paso,TX,El Paso,31.6948,-106.3
79915,El Paso,TX,El Paso,31.7432,-106.3686
79916,El Paso,TX,El Paso,31.7444,-106.2879
79917,El Paso,TX,El Paso,31.6948,-106.3
79918,El Paso,TX,El Paso,31.8318,-106.3907
79920,El Paso,TX,El Paso,31.8214,-106.4614
79922,El Paso,TX,El Paso,31.8218,-106.5732
79923,El Paso,TX,El Paso,31.6948,-106.3
79924,El Paso,TX,El Paso,31.9021,-106.4149
79925,El Paso,TX,El Paso,31.7814,-106.3613
79926,El Paso,TX,El Paso,31.6948,-106.3
79927,El Paso,TX,El Paso,31.6607,-106.1765
79928,El Paso,TX,Logan,31.6631,-106.1401
79929,El Paso,TX,El Paso,31.6948,-106.3
79930,El Paso,TX,El Paso,31.8048,-106.4568
79931,El Paso,TX,El Paso,31.6948,-106.3
79932,El Paso,TX,El Paso,31.8623,-106.5932
79934,El Paso,TX,El Paso,31.9386,-106.4073
79935,El Paso,TX,El Paso,31.7718,-106.3303
79936,El Paso,TX,El Paso,31.7677,-106.3016
79937,El Paso,TX,El Paso,31.6948,-106.3
79938,El Paso,TX,El Paso,31.8045,-105.9661
79940,El Paso,TX,El Paso,31.6948,-106.3
79941,El Paso,TX,El Paso,31.6948,-106.3
79942,El Paso,TX,El Paso,31.6948,-106.3
79943,El Paso,TX,El Paso,31.6948,-106.3
79944,El Paso,TX,El Paso,31.6948,-106.3
79945,El Paso,TX,El Paso,31.6948,-106.3
79946,El Paso,TX,El Paso,31.6948,-106.3
79947,El Paso,TX,El Paso,31.6948,-106.3
79948,El Paso,TX,El Paso,31.6948,-106.3
79949,El Paso,TX,El Paso,31.6948,-106.3
79950,El Paso,TX,El Paso,31.6948,-106.3
79951,El Paso,TX,El Paso,31.6948,-106.3
79952,El Paso,TX,El Paso,31.6948,-106.3
79953,El Paso,TX,El Paso,31.6948,-106.3
79954,El Paso,TX,El Paso,31.6948,-106.3
79955,El Paso,TX,El Paso,31.6948,-106.3
79958,El Paso,TX,El Paso,31.6948,-106.3
79960,El Paso,TX,El Paso,31.6948,-106.3
79961,El Paso,TX,El Paso,31.6948,-106.3
79966,El Paso,TX,El Paso,31.6948,-106.3
79968,El Paso,TX,El Paso,31.7705,-106.5048
79973,El Paso,TX,El Paso,31.6948,-106.3
79974,El Paso,TX,El Paso,31.6948,-106.3
79975,El Paso,TX,El Paso,31.6948,-106.3
79976,El Paso,TX,El Paso,31.6948,-106.3
79977,El Paso,TX,El Paso,31.6948,-106.3
79978,El Paso,TX,El Paso,31.7993,-106.3828
79980,El Paso,TX,El Paso,31.6948,-106.3
79982,El Paso,TX,El Paso,31.6948,-106.3
79983,El Paso,TX,El Paso,31.6948,-106.3
79984,El Paso,TX,El Paso,31.6948,-106.3
79985,El Paso,TX,El Paso,31.6948,-106.3
79986,El Paso,TX,El Paso,31.6948,-106.3
79987,El Paso,TX,El Paso,31.6948,-106.3
79988,El Paso,TX,El Paso,31.6948,-106.3
79989,El Paso,TX,El Paso,31.6948,-106.3
79990,El Paso,TX,El Paso,31.6948,-106.3
79991,El Paso,TX,El Paso,31.6948,-106.3
79992,El Paso,TX,El Paso,31.6948,-106.3
79993,El Paso,TX,El Paso,31.6948,-106.3
79994,El Paso,TX,El Paso,31.6948,-106.3
79995,El Paso,TX,El Paso,31.6948,-106.3
79996,El Paso,TX,El Paso,31.6948,-106.3
79997,El Paso,TX,El Paso,31.6948,-106.3
79998,El Paso,TX,El Paso,31.6948,-106.3
79999,El Paso,TX,El Paso,31.6948,-106.3
88510,El Paso,TX,El Paso,31.6948,-106.3
88511,El Paso,TX,El Paso,31.6948,-106.3
88512,El Paso,TX,El Paso,31.6948,-106.3
88513,El Paso,TX,El Paso,31.6948,-106.3
88514,El Paso,TX,El Paso,31.6948,-106.3
88515,El Paso,TX,El Paso,31.6948,-106.3
88516,El Paso,TX,El Paso,31.6948,-106.3
88517,El Paso,TX,El Paso,31.6948,-106.3
88518,El Paso,TX,El Paso,31.6948,-106.3
88519,El Paso,TX,El Paso,31.6948,-106.3
88520,El Paso,TX,El Paso,31.6948,-106.3
88521,El Paso,TX,El Paso,31.6948,-106.3
88523,El Paso,TX,El Paso,31.6948,-106.3
88524,El Paso,TX,El Paso,31.6948,-106.3
88525,El Paso,TX,El Paso,31.6948,-106.3
88526,El Paso,TX,El Paso,31.6948,-106.3
88527,El Paso,TX,El Paso,31.6948,-106.3
88528,El Paso,TX,El Paso,31.6948,-106.3
88529,El Paso,TX,El Paso,31.6948,-106.3
88530,El Paso,TX,El Paso,31.6948,-106.3
88531,El Paso,TX,El Paso,31.6948,-106.3
88532,El Paso,TX,El Paso,31.6948,-106.3
88533,El Paso,TX,El Paso,31.6948,-106.3
88534,El Paso,TX,El Paso,31.6948,-106.3
88535,El Paso,TX,El Paso,31.6948,-106.3
88536,El Paso,TX,El Paso,31.6948,-106.3
88538,El Paso,TX,El Paso,31.6948,-106.3
88539,El Paso,TX,El Paso,31.6948,-106.3
88540,El Paso,TX,El Paso,31.6948,-106.3
88541,El Paso,TX,El Paso,31.6948,-106.3
88542,El Paso,TX,El Paso,31.6948,-106.3
88543,El Paso,TX,El Paso,31.6948,-106.3
88544,El Paso,TX,El Paso,31.6948,-106.3
88545,El Paso,TX,El Paso,31.6948,-106.3
88546,El Paso,TX,El Paso,31.6948,-106.3
88547,El Paso,TX,El Paso,31.6948,-106.3
88548,El Paso,TX,El Paso,31.6948,-106.3
88549,El Paso,TX,El Paso,31.6948,-106.3
88550,El Paso,TX,El Paso,31.6948,-106.3
88553,El Paso,TX,El Paso,31.6948,-106.3
88554,El Paso,TX,El Paso,31.6948,-106.3
88555,El Paso,TX,El Paso,31.6948,-106.3
88556,El Paso,TX,El Paso,31.6948,-106.3
88557,El Paso,TX,El Paso,31.6948,-106.3
88558,El Paso,TX,El Paso,31.6948,-106.3
88559,El Paso,TX,El Paso,31.6948,-106.3
88560,El Paso,TX,El Paso,31.6948,-106.3
88561,El Paso,TX,El Paso,31.6948,-106.3
88562,El Paso,TX,El Paso,31.6948,-106.3
88563,El Paso,TX,El Paso,31.6948,-106.3
88565,El Paso,TX,El Paso,31.6948,-106.3
88566,El Paso,TX,El Paso,31.6948,-106.3
88567,El Paso,TX,El Paso,31.6948,-106.3
88568,El Paso,TX,El Paso,31.6948,-106.3
88569,El Paso,TX,El Paso,31.6948,-106.3
88570,El Paso,TX,El Paso,31.6948,-106.3
88571,El Paso,TX,El Paso,31.6948,-106.3
88572,El Paso,TX,El Paso,31.6948,-106.3
88573,El Paso,TX,El Paso,31.6948,-106.3
88574,El Paso,TX,El Paso,31.6948,-106.3
88575,El Paso,TX,El Paso,31.6948,-106.3
88576,El Paso,TX,El Paso,31.6948,-106.3
88577,El Paso,TX,El Paso,31.6948,-106.3
88578,El Paso,TX,El Paso,31.6948,-106.3
88579,El Paso,TX,El Paso,31.6948,-106.3
88580,El Paso,TX,El Paso,31.6948,-106.3
88581,El Paso,TX,El Paso,31.6948,-106.3
88582,El Paso,TX,El Paso,31.6948,-106.3
88583,El Paso,TX,El Paso,31.6948,-106.3
88584,El Paso,TX,El Paso,31.6948,-106.3
88585,El Paso,TX,El Paso,31.6948,-106.3
88586,El Paso,TX,El Paso,31.6948,-106.3
88587,El Paso,TX,El Paso,31.6948,-106.3
88588,El Paso,TX,El Paso,31.6948,-106.3
88589,El Paso,TX,El Paso,31.6948,-106.3
88590,El Paso,TX,El Paso,31.6948,-106.3
88595,El Paso,TX,El Paso,31.6948,-106.3
76401,Stephenville,TX,Erath,32.2214,-98.2224
76402,Stephenville,TX,Erath,32.2153,-98.208
76433,Bluff Dale,TX,Erath,32.2884,-98.0539
76446,Dublin,TX,Erath,32.0909,-98.3455
76461,Lingleville,TX,Erath,32.2214,-98.3428
76465,Morgan Mill,TX,Erath,32.2153,-98.208
76570,Rosebud,TX,Falls,31.0922,-96.9755
76632,Chilton,TX,Falls,31.31,-97.09
76656,Lott,TX,Falls,31.1925,-97.0581
76661,Marlin,TX,Falls,31.3036,-96.8889
76675,Otto,TX,Falls,31.4023,-96.8194
76677,Perry,TX,Falls,31.2542,-96.9376
76680,Reagan,TX,Falls,31.1871,-96.7998
76685,Satin,TX,Falls,31.3601,-97.0108
75413,Bailey,TX,Fannin,33.43,-96.1662
75418,Bonham,TX,Fannin,33.5806,-96.1836
75438,Dodd City,TX,Fannin,33.5647,-96.0619
75439,Ector,TX,Fannin,33.5819,-96.2735
75443,Gober,TX,Fannin,33.4697,-96.1111
75446,Honey Grove,TX,Fannin,33.5985,-95.9109
75447,Ivanhoe,TX,Fannin,33.7612,-96.1193
75449,Ladonia,TX,Fannin,33.4245,-95.9455
75452,Leonard,TX,Fannin,33.4044,-96.2238
75475,Randolph,TX,Fannin,33.4846,-96.2541
75476,Ravenna,TX,Fannin,33.7098,-96.1452
75479,Savoy,TX,Fannin,33.6066,-96.3502
75488,Telephone,TX,Fannin,33.7979,-96.0449
75490,Trenton,TX,Fannin,33.4235,-96.3398
75492,Windom,TX,Fannin,33.5633,-96.002
78932,Carmine,TX,Fayette,30.1404,-96.6861
78938,Ellinger,TX,Fayette,29.8459,-96.6966
78940,Fayetteville,TX,Fayette,29.8868,-96.6463
78941,Flatonia,TX,Fayette,29.7095,-97.0987
78945,La Grange,TX,Fayette,29.904,-96.886
78946,Ledbetter,TX,Fayette,30.2383,-96.7613
78949,Muldoon,TX,Fayette,29.7993,-97.1006
78952,Plum,TX,Fayette,29.8962,-96.9439
78954,Round Top,TX,Fayette,30.0411,-96.7341
78956,Schulenburg,TX,Fayette,29.6882,-96.9106
78960,Warda,TX,Fayette,30.0702,-96.902
78961,Round Top,TX,Fayette,29.6655,-97.0397
78963,West Point,TX,Fayette,29.9524,-97.0361
79534,Mc Caulley,TX,Fisher,32.7787,-100.2168
79543,Roby,TX,Fisher,32.722,-100.4008
79546,Rotan,TX,Fisher,32.8555,-100.4705
79560,Sylvester,TX,Fisher,32.6946,-100.1706
79221,Aiken,TX,Floyd,34.0715,-101.3031
79231,Dougherty,TX,Floyd,33.9446,-101.0922
79235,Floydada,TX,Floyd,33.9743,-101.3346
79241,Lockney,TX,Floyd,34.1458,-101.4259
79258,South Plains,TX,Floyd,34.0715,-101.3031
79227,Crowell,TX,Foard,33.9912,-99.6983
77406,Richmond,TX,Fort Bend,29.504,-95.9191
77417,Beasley,TX,Fort Bend,29.479,-95.9681
77441,Fulshear,TX,Fort Bend,29.7217,-95.8977
77444,Guy,TX,Fort Bend,29.3327,-95.7702
77451,Kendleton,TX,Fort Bend,29.447,-96.0036
77459,Missouri City,TX,Fort Bend,29.5704,-95.5423
77461,Needville,TX,Fort Bend,29.4116,-95.8273
77464,Orchard,TX,Fort Bend,29.5948,-95.9727
77469,Richmond,TX,Fort Bend,29.5511,-95.7329
77471,Rosenberg,TX,Fort Bend,29.5497,-95.7982
77476,Simonton,TX,Fort Bend,29.6777,-95.9922
77477,Stafford,TX,Fort Bend,29.6228,-95.5678
77478,Sugar Land,TX,Fort Bend,29.6342,-95.6219
77479,Sugar Land,TX,Fort Bend,29.5785,-95.6066
77481,Thompsons,TX,Fort Bend,29.4683,-95.5776
77487,Sugar Land,TX,Fort Bend,29.5255,-95.7565
77489,Missouri City,TX,Fort Bend,29.5962,-95.5115
77496,Sugar Land,TX,Fort Bend,29.5255,-95.7565
77497,Stafford,TX,Fort Bend,29.5255,-95.7565
77545,Fresno,TX,Fort Bend,29.5293,-95.4626
75457,Mount Vernon,TX,Franklin,33.1702,-95.2181
75480,Scroggins,TX,Franklin,33.0478,-95.1962
75487,Talco,TX,Franklin,33.3344,-95.0497
75838,Donie,TX,Freestone,31.4873,-96.2387
75840,Fairfield,TX,Freestone,31.7361,-96.1572
75848,Kirvin,TX,Freestone,31.8231,-96.3218
75859,Streetman,TX,Freestone,31.8885,-96.2988
75860,Teague,TX,Freestone,31.6328,-96.2778
76693,Wortham,TX,Freestone,31.7865,-96.4202
78005,Bigfoot,TX,Frio,29.0531,-98.8582
78017,Dilley,TX,Frio,28.6782,-99.1747
78057,Moore,TX,Frio,29.0595,-99.0204
78061,Pearsall,TX,Frio,28.8923,-99.0944
79342,Loop,TX,Gaines,32.9162,-102.4221
79359,Seagraves,TX,Gaines,32.9317,-102.5781
79360,Seminole,TX,Gaines,32.721,-102.6828
